station_id,station_name,date,latitude,longitude,water_temp_c,ph,dissolved_oxygen_mg_l,total_nitrogen_mg_l,total_phosphorus_mg_l,chlorophyll_a_ug_l,secchi_depth_m
WQ002,Lake Winnipeg South,2020-02-11,50.5432,-96.5432,5.0,8.6,10.5,0.62,0.044,4.5,1.9
WQ003,Red River - Selkirk,2020-02-11,50.1432,-96.8621,0.6,8.0,11.9,0.55,0.011,4.6,3.4
WQ004,Red River - Winnipeg,2020-02-11,49.8951,-97.1384,0.6,8.2,10.6,0.96,0.061,8.0,1.2
WQ005,Assiniboine River,2020-02-11,49.884,-97.21,5.2,8.5,9.7,0.91,0.03,11.5,2.0
WQ006,Lake Manitoba,2020-02-11,50.85,-98.79,7.3,8.0,11.0,0.64,0.088,0.5,2.8
WQ007,Shoal Lake,2020-02-11,49.67,-95.35,-0.2,7.7,12.8,1.07,0.01,5.0,2.0
WQ008,Netley Marsh,2020-02-11,50.32,-96.81,5.1,8.7,11.0,0.93,0.06,0.5,3.1
WQ001,Lake Winnipeg North,2020-02-18,52.1234,-96.8765,5.8,7.9,9.0,1.23,0.054,0.5,2.2
WQ002,Lake Winnipeg South,2020-02-18,50.5432,-96.5432,3.1,8.1,9.9,0.73,0.083,9.2,3.7
WQ003,Red River - Selkirk,2020-02-18,50.1432,-96.8621,0.6,8.1,11.8,1.02,0.036,1.2,3.3
WQ004,Red River - Winnipeg,2020-02-18,49.8951,-97.1384,3.6,8.3,10.2,0.76,0.052,0.9,3.9
WQ005,Assiniboine River,2020-02-18,49.884,-97.21,5.1,8.5,9.2,0.64,0.044,0.7,3.0
WQ006,Lake Manitoba,2020-02-18,50.85,-98.79,5.4,7.9,9.5,0.91,0.035,3.0,3.7
WQ007,Shoal Lake,2020-02-18,49.67,-95.35,2.5,7.9,13.8,0.16,0.026,14.0,2.2
WQ008,Netley Marsh,2020-02-18,50.32,-96.81,5.0,8.7,8.9,0.62,0.058,4.6,2.1
WQ001,Lake Winnipeg North,2020-02-25,52.1234,-96.8765,3.7,7.7,10.7,1.05,0.047,3.9,2.9
WQ002,Lake Winnipeg South,2020-02-25,50.5432,-96.5432,2.9,8.0,9.9,1.24,0.049,4.4,2.4
WQ003,Red River - Selkirk,2020-02-25,50.1432,-96.8621,3.2,7.8,8.6,1.06,0.039,5.5,2.1
WQ004,Red River - Winnipeg,2020-02-25,49.8951,-97.1384,1.3,8.0,12.1,0.68,0.036,2.9,2.2
WQ005,Assiniboine River,2020-02-25,49.884,-97.21,4.5,8.0,9.9,0.65,0.057,6.6,2.7
WQ006,Lake Manitoba,2020-02-25,50.85,-98.79,5.3,8.1,11.8,0.94,0.08,4.6,2.7
WQ007,Shoal Lake,2020-02-25,49.67,-95.35,2.6,8.1,11.2,0.69,0.08,5.1,3.8
WQ008,Netley Marsh,2020-02-25,50.32,-96.81,1.9,8.0,9.3,1.1,0.063,4.6,2.1
WQ001,Lake Winnipeg North,2020-03-03,52.1234,-96.8765,3.9,8.3,11.3,0.78,0.041,5.5,2.6
WQ002,Lake Winnipeg South,2020-03-03,50.5432,-96.5432,4.5,8.0,12.6,0.61,0.08,12.0,3.3
WQ003,Red River - Selkirk,2020-03-03,50.1432,-96.8621,7.7,8.3,9.5,0.64,0.037,9.2,1.3
WQ004,Red River - Winnipeg,2020-03-03,49.8951,-97.1384,1.2,8.6,11.5,0.92,0.068,8.9,2.4
WQ005,Assiniboine River,2020-03-03,49.884,-97.21,1.1,8.5,10.7,0.39,0.053,2.7,2.4
WQ006,Lake Manitoba,2020-03-03,50.85,-98.79,3.3,8.3,9.7,0.45,0.063,7.4,1.4
WQ007,Shoal Lake,2020-03-03,49.67,-95.35,4.8,8.4,9.8,0.86,0.035,0.5,2.9
WQ008,Netley Marsh,2020-03-03,50.32,-96.81,3.8,8.2,9.6,0.72,0.053,4.7,3.2
WQ001,Lake Winnipeg North,2020-03-10,52.1234,-96.8765,3.2,7.7,10.2,0.41,0.005,0.5,2.1
WQ002,Lake Winnipeg South,2020-03-10,50.5432,-96.5432,2.4,7.6,9.7,1.16,0.067,5.0,3.2
WQ003,Red River - Selkirk,2020-03-10,50.1432,-96.8621,3.1,7.8,11.0,0.47,0.057,4.9,2.2
WQ004,Red River - Winnipeg,2020-03-10,49.8951,-97.1384,3.1,8.4,7.6,0.88,0.044,1.3,2.5
WQ005,Assiniboine River,2020-03-10,49.884,-97.21,4.6,8.1,10.4,1.22,0.038,7.1,1.1
WQ006,Lake Manitoba,2020-03-10,50.85,-98.79,4.9,7.5,10.9,0.66,0.053,0.5,2.5
WQ007,Shoal Lake,2020-03-10,49.67,-95.35,5.6,8.3,10.0,0.8,0.073,8.7,2.0
WQ008,Netley Marsh,2020-03-10,50.32,-96.81,2.8,7.9,9.9,0.45,0.007,3.9,2.7
WQ001,Lake Winnipeg North,2020-03-17,52.1234,-96.8765,4.4,8.4,8.1,0.65,0.021,6.2,2.4
WQ002,Lake Winnipeg South,2020-03-17,50.5432,-96.5432,3.0,8.1,8.9,0.49,0.082,9.1,2.4
WQ003,Red River - Selkirk,2020-03-17,50.1432,-96.8621,0.9,8.0,10.9,0.85,0.07,11.1,2.4
WQ004,Red River - Winnipeg,2020-03-17,49.8951,-97.1384,3.1,8.0,9.4,1.07,0.042,0.5,2.9
WQ005,Assiniboine River,2020-03-17,49.884,-97.21,3.8,8.0,7.1,1.15,0.064,0.5,2.6
WQ006,Lake Manitoba,2020-03-17,50.85,-98.79,1.8,7.7,6.9,1.03,0.068,3.5,2.5
WQ007,Shoal Lake,2020-03-17,49.67,-95.35,7.5,7.9,8.2,0.84,0.061,3.5,1.4
WQ008,Netley Marsh,2020-03-17,50.32,-96.81,2.5,8.3,11.1,0.3,0.026,0.5,2.5
WQ001,Lake Winnipeg North,2020-03-24,52.1234,-96.8765,8.4,8.0,10.1,0.56,0.102,2.0,2.1
WQ002,Lake Winnipeg South,2020-03-24,50.5432,-96.5432,4.3,7.7,11.2,0.8,0.033,2.0,1.0
WQ003,Red River - Selkirk,2020-03-24,50.1432,-96.8621,2.9,7.4,9.3,0.65,0.038,2.1,1.8
WQ004,Red River - Winnipeg,2020-03-24,49.8951,-97.1384,6.5,8.5,9.7,1.14,0.044,3.5,1.8
WQ005,Assiniboine River,2020-03-24,49.884,-97.21,5.4,8.3,8.1,0.85,0.04,0.5,2.5
WQ006,Lake Manitoba,2020-03-24,50.85,-98.79,0.2,8.0,12.8,0.93,0.027,7.8,2.6
WQ007,Shoal Lake,2020-03-24,49.67,-95.35,3.4,7.9,10.0,0.62,0.047,8.7,3.2
WQ008,Netley Marsh,2020-03-24,50.32,-96.81,1.4,8.0,12.4,1.34,0.057,13.0,3.5
WQ001,Lake Winnipeg North,2020-03-31,52.1234,-96.8765,3.7,7.5,9.9,0.42,0.053,13.7,2.7
WQ002,Lake Winnipeg South,2020-03-31,50.5432,-96.5432,2.4,7.7,7.1,0.23,0.083,9.3,2.4
WQ003,Red River - Selkirk,2020-03-31,50.1432,-96.8621,3.7,8.1,10.0,1.22,0.058,0.5,3.3
WQ004,Red River - Winnipeg,2020-03-31,49.8951,-97.1384,0.1,8.0,7.9,0.81,0.025,0.5,1.7
WQ005,Assiniboine River,2020-03-31,49.884,-97.21,5.6,8.0,11.0,1.21,0.055,7.9,1.7
WQ006,Lake Manitoba,2020-03-31,50.85,-98.79,3.8,7.8,10.8,1.07,0.069,4.9,3.2
WQ007,Shoal Lake,2020-03-31,49.67,-95.35,3.7,7.9,10.8,1.02,0.094,8.6,1.6
WQ008,Netley Marsh,2020-03-31,50.32,-96.81,2.0,7.7,10.1,0.47,0.077,3.5,3.0
WQ001,Lake Winnipeg North,2020-04-07,52.1234,-96.8765,4.3,8.2,8.4,0.79,0.041,4.5,2.6
WQ002,Lake Winnipeg South,2020-04-07,50.5432,-96.5432,5.4,8.0,11.2,0.9,0.083,0.5,2.0
WQ003,Red River - Selkirk,2020-04-07,50.1432,-96.8621,6.5,7.3,12.2,0.82,0.009,8.6,1.7
WQ004,Red River - Winnipeg,2020-04-07,49.8951,-97.1384,2.2,8.5,9.4,0.51,0.09,9.6,2.2
WQ005,Assiniboine River,2020-04-07,49.884,-97.21,2.4,8.0,12.4,0.51,0.025,11.4,2.3
WQ006,Lake Manitoba,2020-04-07,50.85,-98.79,4.2,8.3,9.4,0.1,0.046,11.2,4.2
WQ007,Shoal Lake,2020-04-07,49.67,-95.35,3.8,8.1,12.0,0.98,0.056,0.5,2.2
WQ008,Netley Marsh,2020-04-07,50.32,-96.81,4.4,7.6,9.5,1.31,0.045,0.5,1.0
WQ001,Lake Winnipeg North,2020-04-14,52.1234,-96.8765,4.0,7.9,8.7,0.87,0.056,5.9,2.8
WQ002,Lake Winnipeg South,2020-04-14,50.5432,-96.5432,1.5,7.9,9.5,0.78,0.07,1.4,1.9
WQ003,Red River - Selkirk,2020-04-14,50.1432,-96.8621,7.0,8.1,7.9,0.71,0.025,0.5,1.4
WQ004,Red River - Winnipeg,2020-04-14,49.8951,-97.1384,2.4,8.7,11.5,1.21,0.072,4.3,2.8
WQ005,Assiniboine River,2020-04-14,49.884,-97.21,4.2,7.8,8.3,1.07,0.026,6.0,3.0
WQ006,Lake Manitoba,2020-04-14,50.85,-98.79,5.5,8.2,8.2,0.96,0.047,0.5,0.9
WQ007,Shoal Lake,2020-04-14,49.67,-95.35,4.9,7.6,7.4,1.32,0.026,2.9,2.6
WQ008,Netley Marsh,2020-04-14,50.32,-96.81,4.1,7.8,8.9,1.04,0.044,4.9,0.8
WQ001,Lake Winnipeg North,2020-04-21,52.1234,-96.8765,2.9,8.4,8.9,0.51,0.057,8.0,2.8
WQ002,Lake Winnipeg South,2020-04-21,50.5432,-96.5432,2.9,8.3,12.4,1.15,0.019,19.6,1.4
WQ003,Red River - Selkirk,2020-04-21,50.1432,-96.8621,1.5,8.2,9.9,0.91,0.076,9.7,1.8
WQ004,Red River - Winnipeg,2020-04-21,49.8951,-97.1384,4.1,8.4,11.6,1.14,0.066,8.5,2.1
WQ005,Assiniboine River,2020-04-21,49.884,-97.21,1.4,8.2,9.3,1.17,0.033,3.1,2.2
WQ006,Lake Manitoba,2020-04-21,50.85,-98.79,5.9,8.3,10.0,0.89,0.082,0.5,3.1
WQ007,Shoal Lake,2020-04-21,49.67,-95.35,6.2,8.5,11.2,0.57,0.039,8.3,2.0
WQ008,Netley Marsh,2020-04-21,50.32,-96.81,3.6,7.6,8.2,0.9,0.041,1.2,2.3
WQ001,Lake Winnipeg North,2020-04-28,52.1234,-96.8765,4.6,8.0,10.3,0.83,0.045,4.9,1.8
WQ002,Lake Winnipeg South,2020-04-28,50.5432,-96.5432,3.0,7.5,8.3,0.44,0.042,10.7,2.5
WQ003,Red River - Selkirk,2020-04-28,50.1432,-96.8621,4.3,7.8,10.4,1.31,0.048,0.9,1.6
WQ004,Red River - Winnipeg,2020-04-28,49.8951,-97.1384,4.5,7.8,11.1,0.5,0.017,7.4,1.5
WQ005,Assiniboine River,2020-04-28,49.884,-97.21,5.2,8.4,9.1,0.86,0.078,2.7,3.8
WQ006,Lake Manitoba,2020-04-28,50.85,-98.79,3.3,7.8,10.1,0.87,0.073,9.4,2.8
WQ007,Shoal Lake,2020-04-28,49.67,-95.35,5.3,8.2,11.2,0.64,0.028,6.0,4.7
WQ008,Netley Marsh,2020-04-28,50.32,-96.81,5.6,7.9,12.1,0.24,0.045,7.0,2.0
WQ001,Lake Winnipeg North,2020-05-05,52.1234,-96.8765,11.8,8.0,7.7,0.81,0.048,4.7,1.2
WQ002,Lake Winnipeg South,2020-05-05,50.5432,-96.5432,12.8,8.4,7.5,0.69,0.102,6.8,2.1
WQ003,Red River - Selkirk,2020-05-05,50.1432,-96.8621,11.1,7.9,9.1,1.19,0.095,15.8,2.1
WQ004,Red River - Winnipeg,2020-05-05,49.8951,-97.1384,14.2,7.8,10.3,1.21,0.08,15.5,0.8
WQ005,Assiniboine River,2020-05-05,49.884,-97.21,10.7,8.1,8.7,1.22,0.072,11.6,3.0
WQ006,Lake Manitoba,2020-05-05,50.85,-98.79,13.7,8.3,10.3,1.43,0.076,16.1,2.2
WQ007,Shoal Lake,2020-05-05,49.67,-95.35,15.1,8.8,6.9,0.82,0.102,13.4,1.7
WQ008,Netley Marsh,2020-05-05,50.32,-96.81,11.6,8.4,9.3,1.65,0.068,17.0,3.3
WQ001,Lake Winnipeg North,2020-05-12,52.1234,-96.8765,10.1,7.8,8.9,0.88,0.062,9.2,1.9
WQ002,Lake Winnipeg South,2020-05-12,50.5432,-96.5432,11.2,7.7,9.1,1.09,0.09,15.1,2.3
WQ003,Red River - Selkirk,2020-05-12,50.1432,-96.8621,14.5,7.8,7.8,1.13,0.089,15.7,1.8
WQ004,Red River - Winnipeg,2020-05-12,49.8951,-97.1384,12.6,8.2,6.8,1.3,0.085,17.1,2.8
WQ005,Assiniboine River,2020-05-12,49.884,-97.21,15.0,7.5,8.8,0.62,0.051,11.8,2.9
WQ006,Lake Manitoba,2020-05-12,50.85,-98.79,13.7,8.2,11.2,1.12,0.051,5.5,1.3
WQ007,Shoal Lake,2020-05-12,49.67,-95.35,13.2,7.6,9.2,1.14,0.056,13.0,2.4
WQ008,Netley Marsh,2020-05-12,50.32,-96.81,11.7,8.3,7.4,1.23,0.099,14.1,1.0
WQ001,Lake Winnipeg North,2020-05-19,52.1234,-96.8765,13.2,8.1,7.2,0.67,0.062,16.8,2.7
WQ002,Lake Winnipeg South,2020-05-19,50.5432,-96.5432,15.4,8.1,11.4,0.8,0.079,11.3,3.2
WQ003,Red River - Selkirk,2020-05-19,50.1432,-96.8621,13.1,7.8,8.9,0.71,0.053,17.1,2.0
WQ004,Red River - Winnipeg,2020-05-19,49.8951,-97.1384,14.7,7.8,10.4,1.0,0.031,8.0,0.9
WQ005,Assiniboine River,2020-05-19,49.884,-97.21,10.1,8.3,9.0,1.23,0.055,15.2,0.8
WQ006,Lake Manitoba,2020-05-19,50.85,-98.79,12.0,8.1,7.6,1.08,0.07,14.9,2.2
WQ007,Shoal Lake,2020-05-19,49.67,-95.35,14.9,8.0,9.5,1.13,0.075,13.2,0.3
WQ008,Netley Marsh,2020-05-19,50.32,-96.81,16.8,7.8,7.3,0.95,0.044,21.2,1.5
WQ001,Lake Winnipeg North,2020-05-26,52.1234,-96.8765,11.6,7.9,9.2,1.47,0.075,8.6,3.1
WQ002,Lake Winnipeg South,2020-05-26,50.5432,-96.5432,13.6,7.9,8.4,1.09,0.075,12.5,2.0
WQ003,Red River - Selkirk,2020-05-26,50.1432,-96.8621,16.7,9.0,8.8,0.77,0.049,16.6,0.7
WQ004,Red River - Winnipeg,2020-05-26,49.8951,-97.1384,12.6,8.2,8.8,0.93,0.107,16.5,1.6
WQ005,Assiniboine River,2020-05-26,49.884,-97.21,14.6,8.0,7.7,0.93,0.094,9.7,1.9
WQ006,Lake Manitoba,2020-05-26,50.85,-98.79,15.0,8.2,8.9,0.85,0.117,16.6,0.2
WQ007,Shoal Lake,2020-05-26,49.67,-95.35,15.6,7.7,6.4,0.84,0.095,11.1,2.2
WQ008,Netley Marsh,2020-05-26,50.32,-96.81,9.7,8.4,8.1,0.66,0.076,14.9,2.1
WQ001,Lake Winnipeg North,2020-06-02,52.1234,-96.8765,24.6,8.3,9.3,1.28,0.092,24.3,2.4
WQ002,Lake Winnipeg South,2020-06-02,50.5432,-96.5432,21.3,8.7,7.2,1.3,0.099,15.7,0.2
WQ003,Red River - Selkirk,2020-06-02,50.1432,-96.8621,26.1,8.4,5.6,1.34,0.102,17.6,2.6
WQ004,Red River - Winnipeg,2020-06-02,49.8951,-97.1384,21.0,8.4,6.1,1.45,0.121,22.4,1.1
WQ005,Assiniboine River,2020-06-02,49.884,-97.21,22.4,8.3,6.4,1.18,0.125,27.0,1.0
WQ006,Lake Manitoba,2020-06-02,50.85,-98.79,19.4,7.7,5.3,1.21,0.088,13.1,1.6
WQ007,Shoal Lake,2020-06-02,49.67,-95.35,16.2,8.1,9.4,0.94,0.032,20.8,2.1
WQ008,Netley Marsh,2020-06-02,50.32,-96.81,21.2,8.2,8.9,1.81,0.102,13.8,1.6
WQ001,Lake Winnipeg North,2020-06-09,52.1234,-96.8765,20.0,8.1,6.6,1.13,0.121,18.9,0.3
WQ002,Lake Winnipeg South,2020-06-09,50.5432,-96.5432,22.8,8.3,7.1,1.07,0.081,17.1,1.1
WQ003,Red River - Selkirk,2020-06-09,50.1432,-96.8621,20.6,8.0,5.0,1.37,0.074,24.4,1.8
WQ004,Red River - Winnipeg,2020-06-09,49.8951,-97.1384,25.0,7.7,9.1,1.27,0.102,24.4,2.3
WQ005,Assiniboine River,2020-06-09,49.884,-97.21,22.1,8.2,6.9,1.52,0.072,22.0,2.7
WQ006,Lake Manitoba,2020-06-09,50.85,-98.79,26.0,8.4,9.2,1.46,0.111,29.7,1.5
WQ007,Shoal Lake,2020-06-09,49.67,-95.35,18.8,8.0,7.3,1.05,0.066,17.5,0.5
WQ008,Netley Marsh,2020-06-09,50.32,-96.81,23.8,8.6,8.0,0.88,0.094,15.7,1.7
WQ001,Lake Winnipeg North,2020-06-16,52.1234,-96.8765,20.4,8.4,8.1,1.2,0.1,20.3,2.9
WQ002,Lake Winnipeg South,2020-06-16,50.5432,-96.5432,18.2,8.2,8.9,1.19,0.08,20.9,0.8
WQ003,Red River - Selkirk,2020-06-16,50.1432,-96.8621,20.9,7.8,6.7,0.67,0.078,22.8,1.2
WQ004,Red River - Winnipeg,2020-06-16,49.8951,-97.1384,21.2,8.4,9.4,1.08,0.114,11.2,0.8
WQ005,Assiniboine River,2020-06-16,49.884,-97.21,23.1,8.2,7.2,1.56,0.086,23.8,1.1
WQ006,Lake Manitoba,2020-06-16,50.85,-98.79,20.7,7.5,8.0,1.04,0.11,25.0,1.3
WQ007,Shoal Lake,2020-06-16,49.67,-95.35,22.2,8.2,6.7,0.86,0.119,17.2,1.9
WQ008,Netley Marsh,2020-06-16,50.32,-96.81,22.6,8.2,7.3,1.57,0.073,25.0,1.6
WQ001,Lake Winnipeg North,2020-06-23,52.1234,-96.8765,22.1,8.0,6.9,1.47,0.067,11.4,1.3
WQ002,Lake Winnipeg South,2020-06-23,50.5432,-96.5432,23.4,8.0,9.1,1.69,0.118,27.3,1.7
WQ003,Red River - Selkirk,2020-06-23,50.1432,-96.8621,23.1,7.9,3.0,1.42,0.075,19.0,0.2
WQ004,Red River - Winnipeg,2020-06-23,49.8951,-97.1384,23.8,8.0,6.1,0.95,0.074,15.8,0.7
WQ005,Assiniboine River,2020-06-23,49.884,-97.21,19.2,8.0,6.5,1.56,0.055,17.8,0.8
WQ006,Lake Manitoba,2020-06-23,50.85,-98.79,22.7,8.1,8.3,1.85,0.09,22.6,0.9
WQ007,Shoal Lake,2020-06-23,49.67,-95.35,21.7,8.1,10.2,0.96,0.087,20.1,0.9
WQ008,Netley Marsh,2020-06-23,50.32,-96.81,22.7,8.1,7.2,1.08,0.105,15.3,1.2
WQ001,Lake Winnipeg North,2020-06-30,52.1234,-96.8765,23.7,8.5,5.9,1.49,0.088,25.2,1.6
WQ002,Lake Winnipeg South,2020-06-30,50.5432,-96.5432,25.4,8.6,5.5,1.2,0.075,19.6,0.2
WQ003,Red River - Selkirk,2020-06-30,50.1432,-96.8621,18.7,8.4,7.5,1.53,0.072,14.7,1.3
WQ004,Red River - Winnipeg,2020-06-30,49.8951,-97.1384,24.8,8.1,7.3,1.65,0.098,20.9,1.8
WQ005,Assiniboine River,2020-06-30,49.884,-97.21,21.6,8.6,6.8,1.08,0.104,24.7,1.1
WQ006,Lake Manitoba,2020-06-30,50.85,-98.79,23.4,8.4,2,0.78,0.098,15.3,2.8
WQ007,Shoal Lake,2020-06-30,49.67,-95.35,22.6,8.1,7.1,1.19,0.077,20.6,2.3
WQ008,Netley Marsh,2020-06-30,50.32,-96.81,18.9,8.2,6.3,1.33,0.075,20.7,0.6
WQ001,Lake Winnipeg North,2020-07-07,52.1234,-96.8765,22.0,8.0,4.5,1.43,0.034,18.1,0.3
WQ002,Lake Winnipeg South,2020-07-07,50.5432,-96.5432,22.5,8.0,8.2,1.24,0.086,25.6,1.1
WQ003,Red River - Selkirk,2020-07-07,50.1432,-96.8621,21.9,8.5,8.0,1.89,0.099,17.4,2.4
WQ004,Red River - Winnipeg,2020-07-07,49.8951,-97.1384,23.8,8.0,7.8,1.28,0.1,20.2,1.4
WQ005,Assiniboine River,2020-07-07,49.884,-97.21,25.4,8.2,5.0,1.36,0.084,21.6,1.7
WQ006,Lake Manitoba,2020-07-07,50.85,-98.79,22.7,7.6,4.6,1.72,0.089,26.7,1.9
WQ007,Shoal Lake,2020-07-07,49.67,-95.35,20.9,7.6,7.8,1.46,0.125,19.0,1.6
WQ008,Netley Marsh,2020-07-07,50.32,-96.81,18.4,7.9,7.4,1.19,0.073,27.1,2.8
WQ001,Lake Winnipeg North,2020-07-14,52.1234,-96.8765,19.9,8.1,6.4,1.75,0.095,23.0,0.8
WQ002,Lake Winnipeg South,2020-07-14,50.5432,-96.5432,24.7,8.0,9.8,1.63,0.077,22.6,1.7
WQ003,Red River - Selkirk,2020-07-14,50.1432,-96.8621,21.6,8.3,7.0,1.31,0.077,16.3,1.6
WQ004,Red River - Winnipeg,2020-07-14,49.8951,-97.1384,22.4,8.4,5.0,1.33,0.122,16.6,0.7
WQ005,Assiniboine River,2020-07-14,49.884,-97.21,20.1,8.3,5.1,1.31,0.077,17.1,1.3
WQ006,Lake Manitoba,2020-07-14,50.85,-98.79,21.3,8.0,6.9,1.38,0.081,22.4,1.1
WQ007,Shoal Lake,2020-07-14,49.67,-95.35,21.1,8.1,4.4,1.05,0.077,14.9,1.3
WQ008,Netley Marsh,2020-07-14,50.32,-96.81,20.5,7.8,8.5,1.92,0.11,21.5,2.4
WQ001,Lake Winnipeg North,2020-07-21,52.1234,-96.8765,22.6,8.0,7.2,1.2,0.046,15.8,0.8
WQ002,Lake Winnipeg South,2020-07-21,50.5432,-96.5432,23.0,8.0,4.3,1.29,0.096,23.8,1.8
WQ003,Red River - Selkirk,2020-07-21,50.1432,-96.8621,26.8,7.8,9.0,1.58,0.077,19.4,0.9
WQ004,Red River - Winnipeg,2020-07-21,49.8951,-97.1384,21.8,8.0,6.3,1.3,0.069,25.6,2.2
WQ005,Assiniboine River,2020-07-21,49.884,-97.21,20.6,8.4,5.4,0.76,0.096,22.7,0.9
WQ006,Lake Manitoba,2020-07-21,50.85,-98.79,23.1,8.7,11.5,1.04,0.097,13.9,3.8
WQ007,Shoal Lake,2020-07-21,49.67,-95.35,21.1,8.4,7.1,0.98,0.086,13.2,1.0
WQ008,Netley Marsh,2020-07-21,50.32,-96.81,21.5,8.2,3.6,1.28,0.141,15.2,1.8
WQ001,Lake Winnipeg North,2020-07-28,52.1234,-96.8765,21.2,7.3,5.5,1.09,0.107,19.8,1.3
WQ002,Lake Winnipeg South,2020-07-28,50.5432,-96.5432,23.3,8.1,6.8,1.5,0.062,19.0,2.5
WQ003,Red River - Selkirk,2020-07-28,50.1432,-96.8621,17.7,7.9,7.2,1.37,0.083,22.1,0.8
WQ004,Red River - Winnipeg,2020-07-28,49.8951,-97.1384,24.0,8.2,9.7,1.55,0.101,27.1,0.9
WQ005,Assiniboine River,2020-07-28,49.884,-97.21,21.4,7.6,8.3,1.8,0.08,13.9,2.4
WQ006,Lake Manitoba,2020-07-28,50.85,-98.79,20.5,7.9,9.3,1.19,0.086,28.1,2.0
WQ007,Shoal Lake,2020-07-28,49.67,-95.35,19.9,8.6,4.4,1.6,0.1,17.4,0.9
WQ008,Netley Marsh,2020-07-28,50.32,-96.81,19.8,8.6,7.2,1.11,0.101,26.0,1.8
WQ001,Lake Winnipeg North,2020-08-04,52.1234,-96.8765,23.4,8.4,7.1,1.39,0.088,15.0,0.5
WQ002,Lake Winnipeg South,2020-08-04,50.5432,-96.5432,22.9,7.9,7.0,1.23,0.109,21.4,1.7
WQ003,Red River - Selkirk,2020-08-04,50.1432,-96.8621,21.4,8.1,6.5,1.37,0.056,19.9,1.8
WQ004,Red River - Winnipeg,2020-08-04,49.8951,-97.1384,22.8,7.8,6.4,1.19,0.079,13.9,0.6
WQ005,Assiniboine River,2020-08-04,49.884,-97.21,22.0,8.2,7.2,1.04,0.098,19.0,1.1
WQ006,Lake Manitoba,2020-08-04,50.85,-98.79,20.1,7.9,8.1,1.24,0.088,15.0,3.7
WQ007,Shoal Lake,2020-08-04,49.67,-95.35,17.5,7.5,6.2,1.36,0.125,22.6,1.7
WQ008,Netley Marsh,2020-08-04,50.32,-96.81,23.8,8.1,4.1,1.38,0.094,30.8,0.9
WQ001,Lake Winnipeg North,2020-08-11,52.1234,-96.8765,24.5,7.7,9.3,1.34,0.107,23.5,2.0
WQ002,Lake Winnipeg South,2020-08-11,50.5432,-96.5432,22.2,7.9,6.8,1.07,0.088,12.0,1.6
WQ003,Red River - Selkirk,2020-08-11,50.1432,-96.8621,24.0,8.5,9.0,1.35,0.087,18.7,1.8
WQ004,Red River - Winnipeg,2020-08-11,49.8951,-97.1384,23.4,8.2,5.0,1.71,0.1,25.0,1.5
WQ005,Assiniboine River,2020-08-11,49.884,-97.21,21.5,8.7,5.4,0.79,0.13,21.2,1.2
WQ006,Lake Manitoba,2020-08-11,50.85,-98.79,20.8,7.5,9.8,1.51,0.1,24.1,0.8
WQ007,Shoal Lake,2020-08-11,49.67,-95.35,22.9,8.4,3.7,1.48,0.105,20.5,0.8
WQ008,Netley Marsh,2020-08-11,50.32,-96.81,21.7,8.0,7.5,1.14,0.105,17.4,1.1
WQ001,Lake Winnipeg North,2020-08-18,52.1234,-96.8765,24.3,8.1,7.8,0.91,0.12,12.7,1.6
WQ002,Lake Winnipeg South,2020-08-18,50.5432,-96.5432,21.6,7.9,6.6,1.67,0.125,18.8,1.2
WQ003,Red River - Selkirk,2020-08-18,50.1432,-96.8621,18.2,8.6,5.4,1.03,0.092,23.7,2.7
WQ004,Red River - Winnipeg,2020-08-18,49.8951,-97.1384,26.3,8.3,6.3,1.1,0.086,24.0,2.3
WQ005,Assiniboine River,2020-08-18,49.884,-97.21,23.2,7.5,6.2,1.74,0.079,19.6,3.7
WQ006,Lake Manitoba,2020-08-18,50.85,-98.79,21.9,8.5,9.8,1.53,0.081,8.6,0.8
WQ007,Shoal Lake,2020-08-18,49.67,-95.35,23.3,8.3,8.8,0.97,0.094,9.7,0.8
WQ008,Netley Marsh,2020-08-18,50.32,-96.81,23.1,7.4,8.2,1.85,0.061,18.7,2.9
WQ001,Lake Winnipeg North,2020-08-25,52.1234,-96.8765,23.0,8.2,7.2,0.89,0.087,26.4,1.6
WQ002,Lake Winnipeg South,2020-08-25,50.5432,-96.5432,23.4,8.0,5.7,1.17,0.069,13.2,1.5
WQ003,Red River - Selkirk,2020-08-25,50.1432,-96.8621,21.5,7.8,8.0,1.02,0.099,22.5,2.8
WQ004,Red River - Winnipeg,2020-08-25,49.8951,-97.1384,22.7,8.3,7.1,0.88,0.107,28.4,1.4
WQ005,Assiniboine River,2020-08-25,49.884,-97.21,26.2,8.4,10.0,1.25,0.072,20.3,0.9
WQ006,Lake Manitoba,2020-08-25,50.85,-98.79,22.4,8.0,7.2,1.27,0.071,17.4,2.5
WQ007,Shoal Lake,2020-08-25,49.67,-95.35,21.9,7.7,4.0,1.2,0.096,14.1,0.2
WQ008,Netley Marsh,2020-08-25,50.32,-96.81,23.1,9.1,8.3,1.0,0.088,19.4,0.5
WQ001,Lake Winnipeg North,2020-09-01,52.1234,-96.8765,10.2,8.1,9.7,1.13,0.056,15.0,2.4
WQ002,Lake Winnipeg South,2020-09-01,50.5432,-96.5432,11.0,7.7,9.5,1.39,0.078,18.4,3.2
